epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
71,2775.99,1.1876,1.02547,1.57231,0.6041,0.61785,0.63519,0.39875,1.3025,1.10926,1.68395,0.00538,0.00538,0.00538
72,2813.47,1.18065,1.03099,1.56718,0.60164,0.62195,0.63504,0.39883,1.30177,1.10754,1.68345,0.005314,0.005314,0.005314
73,2853.6,1.17856,1.00999,1.56585,0.59705,0.62534,0.63488,0.39874,1.30148,1.1057,1.68308,0.005248,0.005248,0.005248
74,2892.57,1.17566,1.00421,1.56336,0.58534,0.63237,0.63393,0.39823,1.30176,1.10359,1.68302,0.005182,0.005182,0.005182
75,2931.98,1.16959,0.99732,1.55292,0.58234,0.63734,0.6346,0.39836,1.30125,1.10162,1.6827,0.005116,0.005116,0.005116
76,2971.15,1.16059,0.97677,1.54758,0.58543,0.639,0.63574,0.39898,1.30122,1.10081,1.68256,0.00505,0.00505,0.00505
77,3009.51,1.15668,0.98287,1.54902,0.58969,0.63481,0.63544,0.3986,1.30137,1.0992,1.68263,0.004984,0.004984,0.004984
78,3047.24,1.16601,0.97015,1.55379,0.59163,0.63577,0.63577,0.39902,1.30158,1.09749,1.68275,0.004918,0.004918,0.004918
79,3084.68,1.15539,0.95853,1.5426,0.58624,0.64102,0.63649,0.39906,1.30191,1.09543,1.68294,0.004852,0.004852,0.004852
80,3126.11,1.15192,0.96129,1.53999,0.58907,0.64238,0.63688,0.3993,1.30186,1.09346,1.68285,0.004786,0.004786,0.004786
81,3161.73,1.1494,0.9459,1.53923,0.58786,0.64141,0.63769,0.39914,1.30231,1.0913,1.68305,0.00472,0.00472,0.00472
82,3204.41,1.13979,0.94013,1.53238,0.59352,0.63842,0.63864,0.39993,1.30263,1.08968,1.68306,0.004654,0.004654,0.004654
83,3239.35,1.13819,0.92691,1.5293,0.59291,0.63885,0.6397,0.40029,1.30276,1.08785,1.68305,0.004588,0.004588,0.004588
84,3282.3,1.13366,0.91791,1.52625,0.5934,0.63886,0.63968,0.40049,1.30321,1.08638,1.68318,0.004522,0.004522,0.004522
85,3318.36,1.13114,0.91474,1.5245,0.59837,0.63715,0.64092,0.40034,1.30324,1.08553,1.68304,0.004456,0.004456,0.004456
86,3358.5,1.12181,0.90229,1.51701,0.59684,0.63555,0.641,0.39991,1.30363,1.08437,1.68374,0.00439,0.00439,0.00439
87,3396.71,1.11976,0.90149,1.51197,0.59788,0.63699,0.64136,0.40038,1.30394,1.08267,1.68379,0.004324,0.004324,0.004324
88,3436.21,1.12074,0.88901,1.51312,0.59903,0.63703,0.64239,0.4009,1.30428,1.0815,1.6841,0.004258,0.004258,0.004258
89,3474.65,1.11494,0.88378,1.51001,0.59968,0.63616,0.64258,0.40081,1.30474,1.08071,1.68437,0.004192,0.004192,0.004192
90,3514.67,1.10894,0.87435,1.50684,0.59829,0.63446,0.6436,0.40125,1.3048,1.07931,1.68458,0.004126,0.004126,0.004126
91,3553.8,1.10543,0.86709,1.50124,0.60013,0.63369,0.64425,0.40233,1.30513,1.07816,1.68469,0.00406,0.00406,0.00406
92,3588.94,1.1053,0.86583,1.49789,0.60082,0.63297,0.64432,0.40248,1.30566,1.07737,1.68511,0.003994,0.003994,0.003994
93,3631.64,1.09668,0.86066,1.49325,0.60699,0.63373,0.6463,0.40307,1.30585,1.0756,1.6853,0.003928,0.003928,0.003928
94,3667.34,1.08881,0.84825,1.48699,0.60628,0.63628,0.64664,0.4034,1.30567,1.0749,1.68507,0.003862,0.003862,0.003862
95,3710.76,1.08562,0.84182,1.4839,0.60786,0.63894,0.64642,0.40337,1.30607,1.0735,1.68552,0.003796,0.003796,0.003796
96,3745,1.07833,0.83383,1.47967,0.60468,0.64671,0.64744,0.40403,1.30623,1.07304,1.68566,0.00373,0.00373,0.00373
97,3787.21,1.07467,0.82756,1.47907,0.61181,0.64042,0.64814,0.40391,1.30681,1.07202,1.68605,0.003664,0.003664,0.003664
98,3823.39,1.07375,0.82258,1.47248,0.61151,0.64123,0.64824,0.40319,1.30728,1.07127,1.68622,0.003598,0.003598,0.003598
99,3865.01,1.07077,0.81949,1.4692,0.58021,0.64445,0.64822,0.40395,1.3077,1.07099,1.68671,0.003532,0.003532,0.003532
100,3903.68,1.06666,0.80552,1.46778,0.57894,0.64304,0.64925,0.40396,1.30851,1.0703,1.68733,0.003466,0.003466,0.003466
101,3943.94,1.062,0.79689,1.46595,0.58088,0.6457,0.64951,0.40435,1.30891,1.06985,1.68756,0.0034,0.0034,0.0034
102,3985.89,1.05538,0.79066,1.4604,0.58406,0.64365,0.64879,0.40433,1.30973,1.06918,1.68828,0.003334,0.003334,0.003334
103,4023.24,1.052,0.78903,1.45477,0.58407,0.64185,0.64846,0.40407,1.31045,1.06875,1.68881,0.003268,0.003268,0.003268
104,4063.2,1.04833,0.78794,1.44887,0.58346,0.64415,0.64915,0.40474,1.3109,1.06832,1.68935,0.003202,0.003202,0.003202
105,4099.27,1.04019,0.77712,1.44706,0.58445,0.64317,0.64965,0.40496,1.31127,1.06771,1.68993,0.003136,0.003136,0.003136
106,4141.67,1.03998,0.76583,1.44483,0.58203,0.64431,0.65058,0.4057,1.31202,1.06768,1.69062,0.00307,0.00307,0.00307
107,4177.11,1.03239,0.75856,1.43701,0.58649,0.64589,0.65119,0.40591,1.31237,1.067,1.6912,0.003004,0.003004,0.003004
108,4220.08,1.02617,0.75278,1.43213,0.58806,0.6458,0.65165,0.4063,1.31288,1.06659,1.69164,0.002938,0.002938,0.002938
109,4258.94,1.01791,0.74281,1.43037,0.59065,0.64624,0.65239,0.40643,1.31324,1.06623,1.69223,0.002872,0.002872,0.002872
110,4302.5,1.01947,0.74073,1.42927,0.59422,0.64627,0.65265,0.40632,1.31398,1.06567,1.69295,0.002806,0.002806,0.002806
111,4340.83,1.01458,0.7394,1.4236,0.6006,0.64749,0.65273,0.40582,1.31465,1.0651,1.69369,0.00274,0.00274,0.00274
112,4378.29,1.00931,0.73067,1.41929,0.60142,0.64513,0.65274,0.40524,1.3149,1.06516,1.69437,0.002674,0.002674,0.002674
113,4419.49,1.0015,0.72364,1.41405,0.60161,0.64791,0.65231,0.40542,1.31553,1.06418,1.69504,0.002608,0.002608,0.002608
114,4455.63,0.9988,0.71711,1.40783,0.60327,0.64817,0.6531,0.40564,1.31616,1.06403,1.69564,0.002542,0.002542,0.002542
115,4502.26,0.99733,0.71336,1.41232,0.60811,0.65141,0.65371,0.40709,1.31673,1.06357,1.69623,0.002476,0.002476,0.002476
116,4537.89,0.98179,0.69765,1.39712,0.60811,0.65425,0.65433,0.40657,1.31759,1.06331,1.6972,0.00241,0.00241,0.00241
117,4585.03,0.9853,0.6997,1.39669,0.60939,0.65606,0.6546,0.40639,1.31778,1.06265,1.69771,0.002344,0.002344,0.002344
118,4621.85,0.98355,0.69467,1.39304,0.61303,0.65616,0.6547,0.40638,1.31857,1.06238,1.69851,0.002278,0.002278,0.002278
119,4670.05,0.96847,0.68177,1.39034,0.61343,0.65454,0.65459,0.40612,1.31913,1.06237,1.6993,0.002212,0.002212,0.002212
120,4706.18,0.96852,0.6775,1.38182,0.6157,0.65385,0.65452,0.40641,1.31977,1.06212,1.7002,0.002146,0.002146,0.002146
121,4752.51,0.96538,0.67142,1.38057,0.6171,0.65205,0.65412,0.40545,1.32063,1.06224,1.70134,0.00208,0.00208,0.00208
122,4788.12,0.95433,0.66293,1.37102,0.61817,0.65034,0.65451,0.40583,1.32127,1.06247,1.70215,0.002014,0.002014,0.002014
123,4834.29,0.95091,0.65898,1.37153,0.61641,0.64803,0.6543,0.40544,1.32194,1.06253,1.70328,0.001948,0.001948,0.001948
124,4870.12,0.95029,0.65664,1.37092,0.61485,0.64994,0.65408,0.40561,1.32285,1.06282,1.70431,0.001882,0.001882,0.001882
125,4918.8,0.94472,0.65169,1.36198,0.6152,0.64766,0.65439,0.4056,1.32344,1.06308,1.70532,0.001816,0.001816,0.001816
126,4953.47,0.93805,0.64663,1.35689,0.6161,0.64566,0.65398,0.40528,1.32431,1.06321,1.70638,0.00175,0.00175,0.00175
127,4998.76,0.93434,0.6374,1.35768,0.61651,0.64635,0.65451,0.40604,1.32487,1.06337,1.70741,0.001684,0.001684,0.001684
128,5035.07,0.92735,0.63356,1.3506,0.6172,0.64368,0.65475,0.4065,1.32559,1.0641,1.70843,0.001618,0.001618,0.001618
129,5082.46,0.92585,0.63082,1.35149,0.61656,0.6446,0.65571,0.40671,1.32614,1.06373,1.70932,0.001552,0.001552,0.001552
130,5119.04,0.9149,0.62621,1.34044,0.6173,0.64347,0.65603,0.40704,1.32721,1.06439,1.71064,0.001486,0.001486,0.001486
131,5167.35,0.91562,0.61741,1.33733,0.61647,0.64436,0.65586,0.4063,1.32785,1.06452,1.71193,0.00142,0.00142,0.00142
132,5200.53,0.90697,0.61365,1.33549,0.61679,0.64359,0.65561,0.40624,1.32865,1.06453,1.71334,0.001354,0.001354,0.001354
133,5246.52,0.90586,0.61013,1.33584,0.61907,0.6423,0.65522,0.40537,1.32938,1.06475,1.71438,0.001288,0.001288,0.001288
134,5280.96,0.90144,0.6031,1.32788,0.62081,0.64014,0.65492,0.40471,1.32999,1.06541,1.71572,0.001222,0.001222,0.001222
135,5328.78,0.89417,0.60461,1.32246,0.62268,0.63773,0.65409,0.40429,1.33071,1.06586,1.71709,0.001156,0.001156,0.001156
136,5363.45,0.8914,0.59923,1.32155,0.58717,0.67019,0.65383,0.40383,1.33142,1.06592,1.71834,0.00109,0.00109,0.00109
137,5408.6,0.88426,0.59131,1.3143,0.61912,0.65237,0.65388,0.40429,1.33216,1.06685,1.71967,0.001024,0.001024,0.001024
138,5444.89,0.87857,0.58318,1.31421,0.59113,0.66952,0.65404,0.40408,1.33262,1.06719,1.72072,0.000958,0.000958,0.000958
139,5490.72,0.87348,0.5835,1.3072,0.61926,0.64916,0.65439,0.40438,1.33348,1.06766,1.72216,0.000892,0.000892,0.000892
140,5526.1,0.87113,0.57429,1.3032,0.59426,0.67034,0.65505,0.4049,1.33387,1.06845,1.72355,0.000826,0.000826,0.000826
141,5574.27,0.8627,0.57313,1.29804,0.59493,0.67009,0.65565,0.40487,1.33457,1.06968,1.72492,0.00076,0.00076,0.00076
142,5609.06,0.86056,0.57282,1.29225,0.59706,0.66585,0.65613,0.40532,1.3351,1.07059,1.72637,0.000694,0.000694,0.000694
143,5655.58,0.85893,0.56657,1.29176,0.61427,0.65454,0.65634,0.40514,1.33573,1.0709,1.72795,0.000628,0.000628,0.000628
144,5691.23,0.85186,0.56053,1.2901,0.61351,0.65761,0.65625,0.40544,1.33657,1.07161,1.72956,0.000562,0.000562,0.000562
145,5736.09,0.84477,0.55561,1.28198,0.59906,0.66435,0.65681,0.40582,1.33699,1.0721,1.73096,0.000496,0.000496,0.000496
146,5771.3,0.84732,0.55795,1.28567,0.59584,0.66784,0.65686,0.40562,1.33778,1.07232,1.73247,0.00043,0.00043,0.00043
147,5817.62,0.83759,0.55243,1.27722,0.59712,0.66833,0.65664,0.40596,1.33854,1.0727,1.73413,0.000364,0.000364,0.000364
148,5854.57,0.83848,0.54942,1.27584,0.61793,0.64995,0.65699,0.40584,1.33937,1.07329,1.73563,0.000298,0.000298,0.000298
149,5902.2,0.83337,0.54636,1.2729,0.6171,0.65165,0.65641,0.40496,1.33994,1.07328,1.73735,0.000232,0.000232,0.000232
150,5936.94,0.82893,0.54435,1.27083,0.6093,0.65766,0.65579,0.40461,1.3407,1.07336,1.73889,0.000166,0.000166,0.000166
