epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
140,4875.03,0.87619,0.58504,1.30726,0.64706,0.65682,0.66709,0.41067,1.33855,1.03547,1.71869,0.000826,0.000826,0.000826
141,4906.99,0.87488,0.57995,1.3095,0.64477,0.65994,0.66715,0.41017,1.33927,1.03568,1.71999,0.00076,0.00076,0.00076
142,4942.96,0.86947,0.57918,1.3013,0.64474,0.65956,0.66717,0.41036,1.3399,1.03569,1.72121,0.000694,0.000694,0.000694
143,4976.05,0.86693,0.57474,1.29939,0.64564,0.66156,0.66728,0.41096,1.34053,1.03594,1.72254,0.000628,0.000628,0.000628
144,5013.85,0.85932,0.57036,1.29803,0.64878,0.66183,0.66748,0.41121,1.34116,1.03577,1.72393,0.000562,0.000562,0.000562
145,5045.21,0.85171,0.56282,1.29087,0.64785,0.66098,0.66745,0.41087,1.34137,1.03601,1.72499,0.000496,0.000496,0.000496
146,5079.55,0.85099,0.56394,1.29168,0.64799,0.6625,0.66702,0.41082,1.34215,1.03607,1.72649,0.00043,0.00043,0.00043
147,5113.88,0.84598,0.55762,1.28455,0.6491,0.662,0.66685,0.41069,1.34287,1.03615,1.72818,0.000364,0.000364,0.000364
148,5148.62,0.84592,0.55719,1.28168,0.64793,0.66394,0.66753,0.41069,1.3432,1.03649,1.72924,0.000298,0.000298,0.000298
149,5183.27,0.84249,0.55407,1.27952,0.64902,0.66484,0.66807,0.41098,1.34378,1.03681,1.73057,0.000232,0.000232,0.000232
150,5216,0.83635,0.54945,1.27953,0.64839,0.66589,0.66768,0.41086,1.34399,1.03689,1.7319,0.000166,0.000166,0.000166
