epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,3908.7,1.20959,1.36713,2.32907,0.24592,0.33722,0.25432,0.14025,3.05405,3.71768,4.11081,0.007228,0.007228,0.007228
44,4005.46,1.20292,1.36029,2.3273,0.28936,0.35203,0.26279,0.14622,3.04876,3.64141,4.10989,0.007162,0.007162,0.007162
45,4101.68,1.19943,1.34455,2.32188,0.30975,0.33809,0.26485,0.14848,3.0451,3.62877,4.08878,0.007096,0.007096,0.007096
46,4198.07,1.19572,1.34676,2.32305,0.30209,0.33322,0.26634,0.14833,3.05458,3.63733,4.1247,0.00703,0.00703,0.00703
47,4293.56,1.17392,1.32024,2.30594,0.33536,0.35923,0.27366,0.15531,3.03609,3.57113,4.07295,0.006964,0.006964,0.006964
48,4388.55,1.17298,1.33176,2.30222,0.26484,0.36711,0.27422,0.15575,3.00273,3.58943,4.03479,0.006898,0.006898,0.006898
49,4484.08,1.17047,1.32113,2.29473,0.3395,0.3568,0.28372,0.16062,3.00579,3.55777,4.05049,0.006832,0.006832,0.006832
50,4578.71,1.15298,1.29665,2.28067,0.27884,0.39147,0.28852,0.16401,3.00685,3.55153,4.01603,0.006766,0.006766,0.006766
51,4674.1,1.16196,1.30665,2.29564,0.29166,0.37975,0.28881,0.16419,2.98774,3.54072,4.02662,0.0067,0.0067,0.0067
52,4769.07,1.13295,1.27377,2.2683,0.33637,0.38724,0.301,0.17173,2.96886,3.50977,4.00927,0.006634,0.006634,0.006634
53,4865.19,1.13551,1.27303,2.27026,0.35087,0.39277,0.30638,0.17429,2.98791,3.43709,4.01288,0.006568,0.006568,0.006568
54,4960.26,1.13858,1.26711,2.27443,0.33522,0.37844,0.3049,0.1715,2.97098,3.4359,4.01132,0.006502,0.006502,0.006502
55,5054.52,1.13233,1.26499,2.26527,0.30596,0.37545,0.30583,0.1769,2.96793,3.40824,4.0058,0.006436,0.006436,0.006436
56,5149.5,1.11827,1.25108,2.25972,0.29967,0.39345,0.31302,0.18012,2.95146,3.38705,3.99027,0.00637,0.00637,0.00637
57,5244.22,1.11328,1.23375,2.2509,0.3157,0.38189,0.31927,0.1838,2.94952,3.35496,3.97603,0.006304,0.006304,0.006304
58,5340.23,1.11735,1.25495,2.25003,0.33629,0.40498,0.32531,0.1881,2.95134,3.31824,3.96903,0.006238,0.006238,0.006238
59,5435.79,1.11144,1.22043,2.25054,0.31159,0.41895,0.32208,0.18621,2.93709,3.31593,3.96014,0.006172,0.006172,0.006172
60,5530.9,1.08353,1.21619,2.23576,0.3105,0.39473,0.32551,0.18762,2.94061,3.2922,3.96219,0.006106,0.006106,0.006106
61,5626.02,1.11201,1.22816,2.25295,0.35217,0.41008,0.33458,0.1927,2.93075,3.29169,3.95927,0.00604,0.00604,0.00604
62,5721.94,1.08929,1.19782,2.23295,0.33586,0.41555,0.34284,0.19613,2.93859,3.25585,3.95314,0.005974,0.005974,0.005974
63,5817.23,1.09046,1.20569,2.23474,0.37749,0.41963,0.3418,0.19743,2.9277,3.25331,3.93993,0.005908,0.005908,0.005908
64,5912.29,1.08389,1.19609,2.23397,0.33761,0.42535,0.338,0.19636,2.90863,3.26138,3.92935,0.005842,0.005842,0.005842
65,6007.13,1.07037,1.17741,2.21755,0.29796,0.4249,0.34421,0.20207,2.90771,3.24709,3.92125,0.005776,0.005776,0.005776
66,6102.28,1.07483,1.18666,2.22196,0.30497,0.43899,0.35297,0.2056,2.90892,3.23555,3.92768,0.00571,0.00571,0.00571
67,6197.41,1.06787,1.17547,2.21035,0.31401,0.43929,0.35779,0.20879,2.90657,3.21459,3.92397,0.005644,0.005644,0.005644
68,6292.68,1.06329,1.1703,2.21488,0.33684,0.45107,0.35831,0.2092,2.89609,3.21031,3.9191,0.005578,0.005578,0.005578
69,6388.51,1.06443,1.15918,2.21116,0.34401,0.4462,0.36273,0.21117,2.89665,3.20368,3.90944,0.005512,0.005512,0.005512
70,6482.24,1.05485,1.15664,2.20513,0.3287,0.45112,0.36038,0.20858,2.89873,3.19087,3.90849,0.005446,0.005446,0.005446
71,6579.18,1.05443,1.15485,2.20325,0.32993,0.46211,0.36537,0.2122,2.9008,3.16444,3.90488,0.00538,0.00538,0.00538
72,6674.27,1.03793,1.12514,2.18832,0.32643,0.45819,0.3711,0.21552,2.90197,3.1495,3.90399,0.005314,0.005314,0.005314
73,6768.84,1.04651,1.13591,2.19383,0.32878,0.44148,0.37238,0.21675,2.89866,3.1304,3.90344,0.005248,0.005248,0.005248
74,6865.69,1.03764,1.13155,2.19572,0.33292,0.43991,0.37665,0.21917,2.89737,3.11668,3.90479,0.005182,0.005182,0.005182
75,6961.78,1.03444,1.12815,2.18661,0.33509,0.45034,0.38193,0.22192,2.88974,3.11022,3.89818,0.005116,0.005116,0.005116
76,7056.24,1.03072,1.11417,2.18479,0.3312,0.46971,0.38312,0.22261,2.89896,3.09837,3.89951,0.00505,0.00505,0.00505
77,7151.77,1.03339,1.11886,2.18084,0.34234,0.45934,0.38417,0.22373,2.89986,3.08647,3.89725,0.004984,0.004984,0.004984
78,7247.03,1.02938,1.11455,2.1833,0.3272,0.47335,0.38404,0.22398,2.89162,3.09168,3.89265,0.004918,0.004918,0.004918
79,7341.95,1.02396,1.09657,2.17803,0.33571,0.4812,0.38654,0.22584,2.88562,3.08746,3.88466,0.004852,0.004852,0.004852
80,7436.33,1.02199,1.10911,2.17473,0.30534,0.48555,0.38939,0.22726,2.88229,3.07351,3.88204,0.004786,0.004786,0.004786
81,7531.78,1.01355,1.09168,2.16778,0.34085,0.48995,0.39301,0.22852,2.88242,3.05565,3.87798,0.00472,0.00472,0.00472
82,7627.46,1.0133,1.0976,2.17234,0.33476,0.48425,0.39591,0.23078,2.87913,3.04746,3.87332,0.004654,0.004654,0.004654
83,7724.24,1.00333,1.08354,2.16154,0.34503,0.50697,0.39772,0.23258,2.86843,3.0425,3.86566,0.004588,0.004588,0.004588
84,7820.04,1.00763,1.07605,2.16497,0.35615,0.49357,0.40077,0.23583,2.86986,3.02307,3.86579,0.004522,0.004522,0.004522
85,7914.54,0.99626,1.07314,2.16178,0.35294,0.5017,0.40425,0.23881,2.86433,3.01634,3.86259,0.004456,0.004456,0.004456
86,8009.21,1.00028,1.07852,2.16508,0.35758,0.49798,0.40597,0.23963,2.86371,3.00405,3.86152,0.00439,0.00439,0.00439
87,8104.39,0.98569,1.06457,2.1576,0.36839,0.49219,0.41022,0.24159,2.86448,2.99787,3.86208,0.004324,0.004324,0.004324
88,8200.47,0.97721,1.05436,2.14977,0.38073,0.49196,0.41467,0.24456,2.856,2.99274,3.85705,0.004258,0.004258,0.004258
89,8296.35,0.97473,1.05925,2.14626,0.46077,0.45882,0.41778,0.24701,2.85303,2.98672,3.85348,0.004192,0.004192,0.004192
90,8391.54,0.97876,1.05065,2.14997,0.38641,0.4834,0.41957,0.24753,2.85394,2.96944,3.85355,0.004126,0.004126,0.004126
91,8485.97,0.97368,1.05067,2.14304,0.39069,0.47561,0.41972,0.24771,2.85015,2.96268,3.84751,0.00406,0.00406,0.00406
92,8583.15,0.97488,1.04354,2.1463,0.39962,0.4659,0.42187,0.24912,2.84776,2.95528,3.84611,0.003994,0.003994,0.003994
93,8678.38,0.96565,1.02582,2.13822,0.4007,0.47041,0.42164,0.24769,2.84739,2.95015,3.84666,0.003928,0.003928,0.003928
