epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
97,7364.5,0.44797,0.47243,1.03655,0.41543,0.55985,0.50214,0.29685,1.41401,1.40345,1.90645,0.003664,0.003664,0.003664
98,7436.45,0.44565,0.47293,1.03716,0.41634,0.55902,0.50329,0.2974,1.41361,1.40165,1.90603,0.003598,0.003598,0.003598
99,7509.22,0.44357,0.47271,1.03484,0.42258,0.55895,0.50534,0.29819,1.41293,1.4001,1.90539,0.003532,0.003532,0.003532
100,7581.15,0.44209,0.46808,1.03357,0.42944,0.55105,0.50614,0.29871,1.41299,1.39834,1.90528,0.003466,0.003466,0.003466
101,7654.64,0.43725,0.4617,1.03096,0.43013,0.54222,0.50726,0.29959,1.41244,1.39584,1.90463,0.0034,0.0034,0.0034
102,7728.23,0.44384,0.46939,1.03637,0.43181,0.54429,0.50856,0.30009,1.41194,1.39314,1.90356,0.003334,0.003334,0.003334
103,7803.75,0.43144,0.45865,1.02876,0.43497,0.54432,0.50958,0.30028,1.41132,1.39041,1.90271,0.003268,0.003268,0.003268
104,7878.48,0.43201,0.46118,1.0305,0.43705,0.54207,0.51069,0.30064,1.41063,1.38802,1.90143,0.003202,0.003202,0.003202
105,7949.96,0.4309,0.45625,1.03114,0.43418,0.55001,0.51124,0.30102,1.41024,1.38514,1.90085,0.003136,0.003136,0.003136
106,8022.29,0.42895,0.45549,1.02677,0.44418,0.54374,0.51187,0.30168,1.40991,1.38283,1.90011,0.00307,0.00307,0.00307
107,8095.16,0.42732,0.45569,1.02587,0.43857,0.55853,0.51341,0.30256,1.40949,1.38075,1.89965,0.003004,0.003004,0.003004
108,8166.79,0.43087,0.45472,1.02992,0.46279,0.54649,0.51432,0.30293,1.40875,1.37896,1.89877,0.002938,0.002938,0.002938
